TFMSC Report (Airport),,,,,
,,,,,
"From 01/01/2020 To 08/29/2020 | Airport=ATL, DFW, JFK, LAX, ORD | User Class=Air Carrier | Not Business Jet | Business Aviation=N",,,,,
Date,Airport,Flight Type,Aircraft Type,Departures,Departure Seats
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B763 - Boeing 767-300,1,230
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,8,"2,440"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,1,270
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B752 - Boeing 757-200,18,"3,600"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,2,330
1/2/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,2,412
1/2/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,54,"6,726"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,19,"2,850"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,114,"20,985"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,224,"35,846"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,4,720
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,6,"1,452"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,5,"1,400"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,13,"1,430"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,7,602
1/2/20,DFW - Dallas/Ft. Worth,Domestic,MD90 - Boeing (Douglas) MD 90,1,150
1/2/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,3,150
1/2/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,45,"3,150"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,69,"2,415"
1/2/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,14,700
1/2/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,114,"7,980"
1/2/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,10,"2,567"
1/2/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,18,"5,950"
1/2/20,JFK - New York,US to Foreign,A346 - Airbus A340-600,4,"1,488"
1/2/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,4,"1,256"
1/2/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,4,"1,476"
1/2/20,JFK - New York,US to Foreign,A388 - Airbus A380-800,7,"3,850"
1/2/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,6,"2,880"
1/2/20,JFK - New York,US to Foreign,B748 - Boeing 747-8,7,"1,456"
1/2/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,9,"2,070"
1/2/20,JFK - New York,US to Foreign,B764 - Boeing 767-400,4,980
1/2/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,14,"4,160"
1/2/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,2,540
1/2/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,23,"5,152"
1/2/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
1/2/20,JFK - New York,US to Foreign,B752 - Boeing 757-200,7,"1,400"
1/2/20,JFK - New York,US to Foreign,A20N - Airbus A320 Neo,1,165
1/2/20,JFK - New York,US to Foreign,A21N - Airbus A-321 Neo,1,206
1/2/20,JFK - New York,US to Foreign,A319 - Airbus A319,5,620
1/2/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,27,"4,188"
1/2/20,JFK - New York,US to Foreign,A321 - Airbus A321 All Series,22,"3,740"
1/2/20,JFK - New York,US to Foreign,B733 - Boeing 737-300,1,130
1/2/20,JFK - New York,US to Foreign,B737 - Boeing 737-700,1,130
1/2/20,JFK - New York,US to Foreign,B738 - Boeing 737-800,22,"3,524"
1/2/20,JFK - New York,US to Foreign,B739 - Boeing 737-900,10,"1,800"
1/2/20,JFK - New York,US to Foreign,B788 - Boeing 787-800,5,"1,210"
1/2/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,19,"5,320"
1/2/20,JFK - New York,US to Foreign,E190 - Embraer 190,2,180
1/2/20,JFK - New York,Domestic,A332 - Airbus A330-200,1,253
1/2/20,JFK - New York,Domestic,B744 - Boeing 747-400,2,480
1/2/20,JFK - New York,Domestic,B748 - Boeing 747-8,0,0
1/2/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
1/2/20,JFK - New York,Domestic,B763 - Boeing 767-300,8,"1,840"
1/2/20,JFK - New York,Domestic,B764 - Boeing 767-400,1,245
1/2/20,JFK - New York,Domestic,B772 - Boeing 777-200,3,915
1/2/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,1,270
1/2/20,JFK - New York,Domestic,B752 - Boeing 757-200,19,"3,800"
1/2/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,5,"1,030"
1/2/20,JFK - New York,Domestic,A319 - Airbus A319,3,372
1/2/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,45,"6,975"
1/2/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,74,"13,075"
1/2/20,JFK - New York,Domestic,B712 - Boeing 717-200,11,"1,276"
1/2/20,JFK - New York,Domestic,B738 - Boeing 737-800,26,"4,160"
1/2/20,JFK - New York,Domestic,B739 - Boeing 737-900,23,"4,140"
1/2/20,JFK - New York,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
1/2/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,4,440
1/2/20,JFK - New York,Domestic,E75L - Embraer 175,2,172
1/2/20,JFK - New York,Domestic,E75S - Embraer 175,21,"1,806"
1/2/20,JFK - New York,Domestic,E135 - Embraer ERJ 135/140/Legacy,11,385
1/2/20,JFK - New York,Domestic,E145 - Embraer ERJ-145,1,50
1/2/20,JFK - New York,Domestic,E170 - Embraer 170,7,490
1/2/20,JFK - New York,Domestic,E190 - Embraer 190,31,"2,790"
1/2/20,JFK - New York,Domestic,-1 - unknown,0,0
1/2/20,JFK - New York,Domestic,E35L - Embraer 135 LR,1,37
1/2/20,LAX - Los Angeles,US to Foreign,A332 - Airbus A330-200,5,"1,302"
1/2/20,LAX - Los Angeles,US to Foreign,A333 - Airbus A330-300,3,965
1/2/20,LAX - Los Angeles,US to Foreign,A346 - Airbus A340-600,1,372
1/2/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,5,"1,570"
1/2/20,LAX - Los Angeles,US to Foreign,A388 - Airbus A380-800,12,"6,600"
1/2/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,5,"2,400"
1/2/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,2,0
1/2/20,LAX - Los Angeles,US to Foreign,B762 - Boeing 767-200,3,180
1/2/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,3,460
1/2/20,LAX - Los Angeles,US to Foreign,B772 - Boeing 777-200,5,"1,470"
1/2/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,9,"1,620"
1/2/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,30,"6,720"
1/2/20,LAX - Los Angeles,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
1/2/20,LAX - Los Angeles,US to Foreign,B752 - Boeing 757-200,4,800
1/2/20,LAX - Los Angeles,US to Foreign,A20N - Airbus A320 Neo,1,165
1/2/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,13,"1,624"
1/2/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,17,"2,568"
1/2/20,LAX - Los Angeles,US to Foreign,A321 - Airbus A321 All Series,9,"1,575"
1/2/20,LAX - Los Angeles,US to Foreign,B734 - Boeing 737-400,1,145
1/2/20,LAX - Los Angeles,US to Foreign,B737 - Boeing 737-700,2,260
1/2/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,16,"2,568"
1/2/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,12,"2,160"
1/2/20,LAX - Los Angeles,US to Foreign,B788 - Boeing 787-800,2,484
1/2/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,30,"8,400"
1/2/20,LAX - Los Angeles,US to Foreign,E75L - Embraer 175,3,258
1/2/20,LAX - Los Angeles,US to Foreign,E190 - Embraer 190,2,180
1/2/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,5,"1,265"
1/2/20,LAX - Los Angeles,Domestic,A333 - Airbus A330-300,1,335
1/2/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,1,480
1/2/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,3,"1,092"
1/2/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
1/2/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,9,"2,070"
1/2/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,6,"1,830"
1/2/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,1,270
1/2/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,2,646
1/2/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,33,"6,400"
1/2/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,20,"4,800"
1/2/20,LAX - Los Angeles,Domestic,A20N - Airbus A320 Neo,3,495
1/2/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,10,"2,060"
1/2/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,55,"6,928"
1/2/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,37,"5,496"
1/2/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,108,"19,650"
1/2/20,LAX - Los Angeles,Domestic,B734 - Boeing 737-400,1,145
1/2/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,95,"12,350"
1/2/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,101,"16,192"
1/2/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,64,"11,520"
1/2/20,LAX - Los Angeles,Domestic,B788 - Boeing 787-800,1,242
1/2/20,LAX - Los Angeles,Domestic,B789 - Boeing 787-9 Dreamliner,3,840
1/2/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,93,"7,998"
1/2/20,LAX - Los Angeles,Domestic,E75S - Embraer 175,27,"2,322"
1/2/20,LAX - Los Angeles,Domestic,CRJ2 - Bombardier CRJ-200,34,"1,700"
1/2/20,LAX - Los Angeles,Domestic,CRJ7 - Bombardier CRJ-700,29,"2,030"
1/2/20,LAX - Los Angeles,Domestic,E35L - Embraer 135 LR,1,37
1/2/20,ORD - Chicago,US to Foreign,A332 - Airbus A330-200,2,580
1/2/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,5,"1,555"
1/2/20,ORD - Chicago,US to Foreign,A346 - Airbus A340-600,2,744
1/2/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,3,"1,376"
1/2/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,2,728
1/2/20,ORD - Chicago,US to Foreign,B763 - Boeing 767-300,7,"1,610"
1/2/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,8,"2,440"
1/2/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,8,"1,350"
1/2/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,11,"2,464"
1/2/20,ORD - Chicago,US to Foreign,B752 - Boeing 757-200,1,200
1/2/20,ORD - Chicago,US to Foreign,A319 - Airbus A319,4,514
1/2/20,ORD - Chicago,US to Foreign,A320 - Airbus A320 All Series,10,"1,479"
1/2/20,ORD - Chicago,US to Foreign,A321 - Airbus A321 All Series,4,725
1/2/20,ORD - Chicago,US to Foreign,B737 - Boeing 737-700,1,130
1/2/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,14,"2,258"
1/2/20,ORD - Chicago,US to Foreign,B739 - Boeing 737-900,5,900
1/2/20,ORD - Chicago,US to Foreign,B788 - Boeing 787-800,5,"1,210"
1/2/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,3,840
1/2/20,ORD - Chicago,US to Foreign,E75L - Embraer 175,6,516
1/2/20,ORD - Chicago,US to Foreign,E75S - Embraer 175,7,602
1/2/20,ORD - Chicago,US to Foreign,CRJ7 - Bombardier CRJ-700,4,280
1/2/20,ORD - Chicago,US to Foreign,CRJ9 - Bombardier CRJ-900,4,360
1/2/20,ORD - Chicago,US to Foreign,E145 - Embraer ERJ-145,2,100
1/2/20,ORD - Chicago,US to Foreign,E170 - Embraer 170,2,140
1/2/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,2,416
1/2/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,5,"1,092"
1/2/20,ORD - Chicago,Domestic,B762 - Boeing 767-200,0,0
1/2/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,2,460
1/2/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,3,915
1/2/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,1,270
1/2/20,ORD - Chicago,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
1/2/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,21,"5,040"
1/2/20,ORD - Chicago,Domestic,A20N - Airbus A320 Neo,3,495
1/2/20,ORD - Chicago,Domestic,A21N - Airbus A-321 Neo,1,206
1/2/20,ORD - Chicago,Domestic,A319 - Airbus A319,61,"7,762"
1/2/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,66,"9,501"
1/2/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,36,"6,555"
1/2/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,19,"2,204"
1/2/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,7,910
1/2/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,157,"25,194"
1/2/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,57,"10,260"
1/2/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,3,726
1/2/20,ORD - Chicago,Domestic,B789 - Boeing 787-9 Dreamliner,2,560
1/2/20,ORD - Chicago,Domestic,E75L - Embraer 175,64,"5,504"
1/2/20,ORD - Chicago,Domestic,E75S - Embraer 175,4,344
1/2/20,ORD - Chicago,Domestic,MD88 - Boeing (Douglas) MD 88,1,152
1/2/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,59,"2,950"
1/2/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,150,"10,500"
1/2/20,ORD - Chicago,Domestic,CRJ9 - Bombardier CRJ-900,1,90
1/2/20,ORD - Chicago,Domestic,E135 - Embraer ERJ 135/140/Legacy,14,490
1/2/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,138,"6,900"
1/2/20,ORD - Chicago,Domestic,E170 - Embraer 170,71,"4,970"
1/2/20,ORD - Chicago,Domestic,E190 - Embraer 190,3,270
1/2/20,ORD - Chicago,Domestic,E45X - Embraer ERJ 145 EX,5,250
1/3/20,ATL - Atlanta,US to Foreign,A332 - Airbus A330-200,2,506
1/3/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,5,"1,635"
1/3/20,ATL - Atlanta,US to Foreign,A346 - Airbus A340-600,1,372
1/3/20,ATL - Atlanta,US to Foreign,A359 - Airbus 350-900,2,628
1/3/20,ATL - Atlanta,US to Foreign,B748 - Boeing 747-8,1,364
1/3/20,ATL - Atlanta,US to Foreign,B763 - Boeing 767-300,4,920
1/3/20,ATL - Atlanta,US to Foreign,B764 - Boeing 767-400,7,"1,715"
1/3/20,ATL - Atlanta,US to Foreign,B772 - Boeing 777-200,2,610
1/3/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,6,"1,350"
1/3/20,ATL - Atlanta,US to Foreign,B77W - Boeing 777-300ER,2,448
1/3/20,ATL - Atlanta,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
1/3/20,ATL - Atlanta,US to Foreign,B752 - Boeing 757-200,9,"1,800"
1/3/20,ATL - Atlanta,US to Foreign,A319 - Airbus A319,3,372
1/3/20,ATL - Atlanta,US to Foreign,A320 - Airbus A320 All Series,2,300
1/3/20,ATL - Atlanta,US to Foreign,A321 - Airbus A321 All Series,2,370
1/3/20,ATL - Atlanta,US to Foreign,B712 - Boeing 717-200,2,232
1/3/20,ATL - Atlanta,US to Foreign,B737 - Boeing 737-700,8,"1,040"
1/3/20,ATL - Atlanta,US to Foreign,B738 - Boeing 737-800,9,"1,440"
1/3/20,ATL - Atlanta,US to Foreign,B739 - Boeing 737-900,27,"4,860"
1/3/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
1/3/20,ATL - Atlanta,US to Foreign,E75S - Embraer 175,4,344
1/3/20,ATL - Atlanta,US to Foreign,MD88 - Boeing (Douglas) MD 88,3,456
1/3/20,ATL - Atlanta,Domestic,A333 - Airbus A330-300,2,670
1/3/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,1,480
1/3/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,1,364
1/3/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,1,0
1/3/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,8,"1,610"
1/3/20,ATL - Atlanta,Domestic,B77L - Boeing 777-200LRF/LR,2,540
1/3/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,60,"12,000"
1/3/20,ATL - Atlanta,Domestic,B753 - Boeing 757-300,6,"1,440"
1/3/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,10,"1,650"
1/3/20,ATL - Atlanta,Domestic,A319 - Airbus A319,19,"2,392"
1/3/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,52,"7,887"
1/3/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,86,"15,835"
1/3/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,152,"17,632"
1/3/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,94,"12,220"
1/3/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,50,"8,006"
1/3/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,73,"13,140"
1/3/20,ATL - Atlanta,Domestic,E75L - Embraer 175,14,"1,204"
1/3/20,ATL - Atlanta,Domestic,E75S - Embraer 175,4,344
1/3/20,ATL - Atlanta,Domestic,MD88 - Boeing (Douglas) MD 88,91,"13,832"
1/3/20,ATL - Atlanta,Domestic,MD90 - Boeing (Douglas) MD 90,54,"8,100"
1/3/20,ATL - Atlanta,Domestic,CRJ2 - Bombardier CRJ-200,65,"3,250"
1/3/20,ATL - Atlanta,Domestic,CRJ7 - Bombardier CRJ-700,3,210
1/3/20,ATL - Atlanta,Domestic,E170 - Embraer 170,9,630
1/3/20,ATL - Atlanta,Domestic,E190 - Embraer 190,8,720
1/3/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,2,0
1/3/20,ATL - Atlanta,Domestic,E35L - Embraer 135 LR,0,0
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,A343 - Airbus A340-300,1,335
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,A35K - Airbus A350-1000,1,369
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,A388 - Airbus A380-800,1,550
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,B744 - Boeing 747-400,2,960
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,B772 - Boeing 777-200,5,"1,525"
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,6,"1,344"
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,B752 - Boeing 757-200,1,200
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,6,744
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,A320 - Airbus A320 All Series,4,603
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,A321 - Airbus A321 All Series,2,370
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,26,"4,160"
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,5,"1,210"
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,5,"1,400"
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,E75S - Embraer 175,4,344
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,CRJ9 - Bombardier CRJ-900,1,90
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,5,175
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,18,"1,260"
1/3/20,DFW - Dallas/Ft. Worth,US to Foreign,E190 - Embraer 190,1,90
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,1,480
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,1,364
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B762 - Boeing 767-200,1,0
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B763 - Boeing 767-300,1,0
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,8,"2,440"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,1,270
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B752 - Boeing 757-200,19,"3,800"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,1,165
1/3/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,4,824
1/3/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,56,"6,974"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,24,"3,597"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,119,"21,895"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,220,"35,204"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,4,720
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,5,"1,210"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,4,"1,120"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,13,"1,430"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,6,516
1/3/20,DFW - Dallas/Ft. Worth,Domestic,E75S - Embraer 175,0,0
1/3/20,DFW - Dallas/Ft. Worth,Domestic,MD90 - Boeing (Douglas) MD 90,0,0
1/3/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,4,200
1/3/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,44,"3,080"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,69,"2,415"
1/3/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,13,650
1/3/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,116,"8,120"
1/3/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,10,"2,567"
1/3/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,20,"6,620"
1/3/20,JFK - New York,US to Foreign,A339 - A330-900neo,1,287
1/3/20,JFK - New York,US to Foreign,A343 - Airbus A340-300,1,335
1/3/20,JFK - New York,US to Foreign,A346 - Airbus A340-600,4,"1,488"
1/3/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,5,"1,570"
1/3/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,5,"1,845"
1/3/20,JFK - New York,US to Foreign,A388 - Airbus A380-800,7,"3,850"
1/3/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,8,"3,776"
1/3/20,JFK - New York,US to Foreign,B748 - Boeing 747-8,4,"1,456"
1/3/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,10,"2,070"
1/3/20,JFK - New York,US to Foreign,B764 - Boeing 767-400,4,980
1/3/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,14,"4,160"
1/3/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,2,540
1/3/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,27,"6,048"
1/3/20,JFK - New York,US to Foreign,B752 - Boeing 757-200,6,"1,200"
1/3/20,JFK - New York,US to Foreign,A20N - Airbus A320 Neo,3,495
1/3/20,JFK - New York,US to Foreign,A21N - Airbus A-321 Neo,1,206
1/3/20,JFK - New York,US to Foreign,A319 - Airbus A319,5,620
1/3/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,29,"4,497"
1/3/20,JFK - New York,US to Foreign,A321 - Airbus A321 All Series,21,"3,570"
1/3/20,JFK - New York,US to Foreign,B733 - Boeing 737-300,1,130
1/3/20,JFK - New York,US to Foreign,B737 - Boeing 737-700,2,256
1/3/20,JFK - New York,US to Foreign,B738 - Boeing 737-800,21,"3,364"
1/3/20,JFK - New York,US to Foreign,B739 - Boeing 737-900,10,"1,800"
1/3/20,JFK - New York,US to Foreign,B788 - Boeing 787-800,2,484
1/3/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,11,"3,080"
1/3/20,JFK - New York,US to Foreign,E190 - Embraer 190,2,180
1/3/20,JFK - New York,US to Foreign,B190 - Beech 1900/C-12J,1,19
1/3/20,JFK - New York,Domestic,A332 - Airbus A330-200,1,253
1/3/20,JFK - New York,Domestic,B744 - Boeing 747-400,1,480
1/3/20,JFK - New York,Domestic,B748 - Boeing 747-8,0,0
1/3/20,JFK - New York,Domestic,B763 - Boeing 767-300,9,"2,070"
1/3/20,JFK - New York,Domestic,B764 - Boeing 767-400,1,245
1/3/20,JFK - New York,Domestic,B772 - Boeing 777-200,2,610
1/3/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,2,270
1/3/20,JFK - New York,Domestic,B752 - Boeing 757-200,19,"3,800"
1/3/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,6,"1,236"
1/3/20,JFK - New York,Domestic,A319 - Airbus A319,5,620
1/3/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,44,"6,825"
1/3/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,70,"12,365"
1/3/20,JFK - New York,Domestic,B712 - Boeing 717-200,11,"1,276"
1/3/20,JFK - New York,Domestic,B738 - Boeing 737-800,28,"4,480"
1/3/20,JFK - New York,Domestic,B739 - Boeing 737-900,22,"3,960"
1/3/20,JFK - New York,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
1/3/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,4,440
1/3/20,JFK - New York,Domestic,E75S - Embraer 175,21,"1,806"
1/3/20,JFK - New York,Domestic,E135 - Embraer ERJ 135/140/Legacy,11,385
1/3/20,JFK - New York,Domestic,E145 - Embraer ERJ-145,2,100
1/3/20,JFK - New York,Domestic,E170 - Embraer 170,10,700
1/3/20,JFK - New York,Domestic,E190 - Embraer 190,32,"2,880"
1/3/20,LAX - Los Angeles,US to Foreign,A332 - Airbus A330-200,3,796
1/3/20,LAX - Los Angeles,US to Foreign,A333 - Airbus A330-300,1,295
