TFMSC Report (Airport),,,,,
,,,,,
"From 01/01/2020 To 08/29/2020 | Airport=ATL, DFW, JFK, LAX, ORD | User Class=Air Carrier | Not Business Jet | Business Aviation=N",,,,,
Date,Airport,Flight Type,Aircraft Type,Departures,Departure Seats
6/6/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,21,"1,806"
6/6/20,ORD - Chicago,US to Foreign,A332 - Airbus A330-200,1,290
6/6/20,ORD - Chicago,US to Foreign,A35K - Airbus A350-1000,1,369
6/6/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,1,0
6/6/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,3,728
6/6/20,ORD - Chicago,US to Foreign,B763 - Boeing 767-300,1,0
6/6/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,2,610
6/6/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,8,"1,890"
6/6/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,14,"3,136"
6/6/20,ORD - Chicago,US to Foreign,B78X - Boeing 787-10 Dreamliner,4,"1,292"
6/6/20,ORD - Chicago,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
6/6/20,ORD - Chicago,US to Foreign,A319 - Airbus A319,2,260
6/6/20,ORD - Chicago,US to Foreign,A320 - Airbus A320 All Series,1,150
6/6/20,ORD - Chicago,US to Foreign,B788 - Boeing 787-800,1,242
6/6/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,4,"1,120"
6/6/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,7,"2,336"
6/6/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,2,364
6/6/20,ORD - Chicago,Domestic,B762 - Boeing 767-200,2,0
6/6/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,4,460
6/6/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,1,305
6/6/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,1,270
6/6/20,ORD - Chicago,Domestic,B77W - Boeing 777-300ER,1,224
6/6/20,ORD - Chicago,Domestic,B78X - Boeing 787-10 Dreamliner,0,0
6/6/20,ORD - Chicago,Domestic,MD11 - Boeing (Douglas) MD 11,0,0
6/6/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,2,480
6/6/20,ORD - Chicago,Domestic,A20N - Airbus A320 Neo,2,330
6/6/20,ORD - Chicago,Domestic,A21N - Airbus A-321 Neo,1,206
6/6/20,ORD - Chicago,Domestic,A319 - Airbus A319,14,"1,802"
6/6/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,14,"1,989"
6/6/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,5,925
6/6/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,4,464
6/6/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,3,390
6/6/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,21,"3,364"
6/6/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,6,"1,080"
6/6/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,1,242
6/6/20,ORD - Chicago,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
6/6/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,4,440
6/6/20,ORD - Chicago,Domestic,E75L - Embraer 175,47,"4,042"
6/6/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,13,650
6/6/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,18,"1,260"
6/6/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,2,100
6/6/20,ORD - Chicago,Domestic,E170 - Embraer 170,6,420
6/7/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,3,"1,005"
6/7/20,ATL - Atlanta,US to Foreign,B744 - Boeing 747-400,1,416
6/7/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,2,270
6/7/20,ATL - Atlanta,US to Foreign,B752 - Boeing 757-200,1,200
6/7/20,ATL - Atlanta,US to Foreign,B738 - Boeing 737-800,1,160
6/7/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
6/7/20,ATL - Atlanta,Domestic,A333 - Airbus A330-300,2,670
6/7/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,2,480
6/7/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,1,364
6/7/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,1,0
6/7/20,ATL - Atlanta,Domestic,B772 - Boeing 777-200,0,0
6/7/20,ATL - Atlanta,Domestic,B77L - Boeing 777-200LRF/LR,4,"1,080"
6/7/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,19,"3,800"
6/7/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,4,660
6/7/20,ATL - Atlanta,Domestic,A319 - Airbus A319,22,"2,728"
6/7/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,12,"1,842"
6/7/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,30,"5,550"
6/7/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,84,"9,744"
6/7/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,45,"5,850"
6/7/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,52,"8,320"
6/7/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,12,"2,160"
6/7/20,ATL - Atlanta,Domestic,E75L - Embraer 175,6,516
6/7/20,ATL - Atlanta,Domestic,E75S - Embraer 175,4,344
6/7/20,ATL - Atlanta,Domestic,E170 - Embraer 170,1,70
6/7/20,ATL - Atlanta,Domestic,AC50 - Aero Commander 500,1,4
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B744 - Boeing 747-400,1,480
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B77L - Boeing 777-200LRF/LR,2,540
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,3,672
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,3,372
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,10,"1,600"
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,5,"1,210"
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,3,840
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,CRJ7 - Bombardier CRJ-700,1,70
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,4,140
6/7/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,5,350
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,2,960
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,2,728
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,0,0
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B77W - Boeing 777-300ER,1,224
6/7/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,2,330
6/7/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,6,"1,236"
6/7/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,62,"7,706"
6/7/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,5,750
6/7/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,20,"3,700"
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,108,"17,280"
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,2,360
6/7/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,2,484
6/7/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,6,660
6/7/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,2,172
6/7/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,2,100
6/7/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,37,"2,590"
6/7/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,32,"1,120"
6/7/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,23,"1,150"
6/7/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,70,"4,900"
6/7/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,1,253
6/7/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,5,"1,595"
6/7/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,1,314
6/7/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,2,738
6/7/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,2,896
6/7/20,JFK - New York,US to Foreign,B748 - Boeing 747-8,1,364
6/7/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,1,0
6/7/20,JFK - New York,US to Foreign,B764 - Boeing 767-400,1,245
6/7/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,3,915
6/7/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
6/7/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,13,"2,912"
6/7/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,2,646
6/7/20,JFK - New York,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
6/7/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,4,621
6/7/20,JFK - New York,US to Foreign,A321 - Airbus A321 All Series,1,170
6/7/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,2,560
6/7/20,JFK - New York,US to Foreign,E35L - Embraer 135 LR,1,37
6/7/20,JFK - New York,Domestic,A333 - Airbus A330-300,0,0
6/7/20,JFK - New York,Domestic,B744 - Boeing 747-400,4,896
6/7/20,JFK - New York,Domestic,B748 - Boeing 747-8,2,364
6/7/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
6/7/20,JFK - New York,Domestic,B763 - Boeing 767-300,4,230
6/7/20,JFK - New York,Domestic,B772 - Boeing 777-200,2,610
6/7/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,4,810
6/7/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
6/7/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,1,206
6/7/20,JFK - New York,Domestic,A319 - Airbus A319,7,868
6/7/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,12,"1,869"
6/7/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,15,"2,595"
6/7/20,JFK - New York,Domestic,B738 - Boeing 737-800,8,"1,280"
6/7/20,JFK - New York,Domestic,B739 - Boeing 737-900,2,360
6/7/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,1,110
6/7/20,JFK - New York,Domestic,E190 - Embraer 190,7,630
6/7/20,LAX - Los Angeles,US to Foreign,A306 - Airbus A300 B4-600,3,0
6/7/20,LAX - Los Angeles,US to Foreign,A332 - Airbus A330-200,2,506
6/7/20,LAX - Los Angeles,US to Foreign,A333 - Airbus A330-300,2,670
6/7/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,3,942
6/7/20,LAX - Los Angeles,US to Foreign,A35K - Airbus A350-1000,2,738
6/7/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,6,"1,440"
6/7/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,6,728
6/7/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,1,0
6/7/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,9,"2,160"
6/7/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,22,"4,928"
6/7/20,LAX - Los Angeles,US to Foreign,A20N - Airbus A320 Neo,1,165
6/7/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,2,248
6/7/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,5,753
6/7/20,LAX - Los Angeles,US to Foreign,A321 - Airbus A321 All Series,1,185
6/7/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,2,324
6/7/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,1,180
6/7/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,10,"2,800"
6/7/20,LAX - Los Angeles,US to Foreign,-1 - unknown,2,0
6/7/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,2,506
6/7/20,LAX - Los Angeles,Domestic,A333 - Airbus A330-300,1,335
6/7/20,LAX - Los Angeles,Domestic,A359 - Airbus 350-900,0,0
6/7/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,4,"1,440"
6/7/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,2,728
6/7/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
6/7/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,3,690
6/7/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,1,305
6/7/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,1,270
6/7/20,LAX - Los Angeles,Domestic,B77W - Boeing 777-300ER,2,448
6/7/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
6/7/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,6,"1,200"
6/7/20,LAX - Los Angeles,Domestic,A20N - Airbus A320 Neo,2,330
6/7/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,11,"2,266"
6/7/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,16,"1,996"
6/7/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,10,"1,506"
6/7/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,22,"3,980"
6/7/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,21,"2,730"
6/7/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,42,"6,728"
6/7/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,9,"1,620"
6/7/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,22,"1,892"
6/7/20,ORD - Chicago,US to Foreign,A306 - Airbus A300 B4-600,1,0
6/7/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,1,295
6/7/20,ORD - Chicago,US to Foreign,A343 - Airbus A340-300,1,335
6/7/20,ORD - Chicago,US to Foreign,A359 - Airbus 350-900,1,314
6/7/20,ORD - Chicago,US to Foreign,A35K - Airbus A350-1000,1,369
6/7/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,6,"1,312"
6/7/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,2,364
6/7/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,1,305
6/7/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,12,"2,700"
6/7/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,10,"2,240"
6/7/20,ORD - Chicago,US to Foreign,B78X - Boeing 787-10 Dreamliner,3,969
6/7/20,ORD - Chicago,US to Foreign,MD11 - Boeing (Douglas) MD 11,3,0
6/7/20,ORD - Chicago,US to Foreign,A319 - Airbus A319,2,260
6/7/20,ORD - Chicago,US to Foreign,A320 - Airbus A320 All Series,1,150
6/7/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,2,320
6/7/20,ORD - Chicago,US to Foreign,B788 - Boeing 787-800,2,484
6/7/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,7,"1,960"
6/7/20,ORD - Chicago,US to Foreign,CRJ7 - Bombardier CRJ-700,2,140
6/7/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,7,"1,856"
6/7/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,0,0
6/7/20,ORD - Chicago,Domestic,B762 - Boeing 767-200,1,0
6/7/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,3,230
6/7/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,1,305
6/7/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,1,270
6/7/20,ORD - Chicago,Domestic,B77W - Boeing 777-300ER,2,448
6/7/20,ORD - Chicago,Domestic,IL76 - Ilyushin IL 76,1,0
6/7/20,ORD - Chicago,Domestic,B752 - Boeing 757-200,1,200
6/7/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,1,240
6/7/20,ORD - Chicago,Domestic,A20N - Airbus A320 Neo,3,495
6/7/20,ORD - Chicago,Domestic,A319 - Airbus A319,20,"2,546"
6/7/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,19,"2,709"
6/7/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,7,"1,295"
6/7/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,4,464
6/7/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,3,390
6/7/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,38,"6,086"
6/7/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,7,"1,260"
6/7/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,2,484
6/7/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,4,440
6/7/20,ORD - Chicago,Domestic,E75L - Embraer 175,45,"3,870"
6/7/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,17,850
6/7/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,46,"3,220"
6/7/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,46,"2,300"
6/7/20,ORD - Chicago,Domestic,E170 - Embraer 170,37,"2,590"
6/7/20,ORD - Chicago,Domestic,E110 - Embraer EMB110,1,0
6/8/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,1,335
6/8/20,ATL - Atlanta,US to Foreign,B744 - Boeing 747-400,1,0
6/8/20,ATL - Atlanta,US to Foreign,B748 - Boeing 747-8,1,364
6/8/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,1,0
6/8/20,ATL - Atlanta,US to Foreign,B77W - Boeing 777-300ER,3,672
6/8/20,ATL - Atlanta,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
6/8/20,ATL - Atlanta,US to Foreign,B752 - Boeing 757-200,1,200
6/8/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
6/8/20,ATL - Atlanta,Domestic,A333 - Airbus A330-300,1,335
6/8/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,2,960
6/8/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,2,728
6/8/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,1,0
6/8/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,4,690
6/8/20,ATL - Atlanta,Domestic,B764 - Boeing 767-400,1,245
6/8/20,ATL - Atlanta,Domestic,B77L - Boeing 777-200LRF/LR,2,540
6/8/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,17,"3,400"
6/8/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,4,660
6/8/20,ATL - Atlanta,Domestic,A319 - Airbus A319,22,"2,728"
6/8/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,11,"1,689"
6/8/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,30,"5,550"
6/8/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,85,"9,860"
6/8/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,47,"6,110"
6/8/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,53,"8,480"
6/8/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,10,"1,800"
6/8/20,ATL - Atlanta,Domestic,E75L - Embraer 175,4,344
6/8/20,ATL - Atlanta,Domestic,E75S - Embraer 175,5,430
6/8/20,ATL - Atlanta,Domestic,E170 - Embraer 170,2,140
6/8/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,2,0
6/8/20,ATL - Atlanta,Domestic,S92 - Sikorsky S-92,1,1
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A35K - Airbus A350-1000,1,369
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B77L - Boeing 777-200LRF/LR,2,540
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,5,"1,120"
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,3,372
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,10,"1,600"
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,5,"1,210"
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,2,560
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,CRJ7 - Bombardier CRJ-700,1,70
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,4,140
6/8/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,5,350
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,2,480
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,1,364
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,2,540
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B77W - Boeing 777-300ER,1,224
6/8/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,2,330
6/8/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,6,"1,236"
6/8/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,62,"7,700"
6/8/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,5,750
6/8/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,19,"3,515"
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,108,"17,282"
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,2,360
6/8/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,2,484
6/8/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,6,660
6/8/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,2,172
6/8/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,2,100
6/8/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,36,"2,520"
6/8/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,34,"1,190"
6/8/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,20,"1,000"
6/8/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,70,"4,900"
6/8/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,3,925
6/8/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,2,628
6/8/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,2,738
6/8/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,3,"1,440"
6/8/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,2,460
6/8/20,JFK - New York,US to Foreign,B764 - Boeing 767-400,1,245
6/8/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,3,915
6/8/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
6/8/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,13,"2,912"
6/8/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,2,646
6/8/20,JFK - New York,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
6/8/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,4,621
6/8/20,JFK - New York,US to Foreign,B738 - Boeing 737-800,1,162
6/8/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,3,840
6/8/20,JFK - New York,Domestic,B744 - Boeing 747-400,1,480
6/8/20,JFK - New York,Domestic,B748 - Boeing 747-8,4,728
6/8/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
6/8/20,JFK - New York,Domestic,B763 - Boeing 767-300,4,230
6/8/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,1,270
6/8/20,JFK - New York,Domestic,B77W - Boeing 777-300ER,2,448
6/8/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
6/8/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,1,206
6/8/20,JFK - New York,Domestic,A319 - Airbus A319,7,868
6/8/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,9,"1,404"
6/8/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,15,"2,610"
6/8/20,JFK - New York,Domestic,B738 - Boeing 737-800,7,"1,120"
6/8/20,JFK - New York,Domestic,B739 - Boeing 737-900,2,360
6/8/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,1,110
6/8/20,JFK - New York,Domestic,E190 - Embraer 190,5,450
6/8/20,JFK - New York,Domestic,-1 - unknown,0,0
6/8/20,LAX - Los Angeles,US to Foreign,A306 - Airbus A300 B4-600,1,0
6/8/20,LAX - Los Angeles,US to Foreign,A332 - Airbus A330-200,2,506
6/8/20,LAX - Los Angeles,US to Foreign,A333 - Airbus A330-300,1,335
6/8/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,5,"1,570"
6/8/20,LAX - Los Angeles,US to Foreign,A35K - Airbus A350-1000,1,369
6/8/20,LAX - Los Angeles,US to Foreign,A388 - Airbus A380-800,1,550
6/8/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,9,"2,400"
6/8/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,2,364
6/8/20,LAX - Los Angeles,US to Foreign,B772 - Boeing 777-200,1,305
6/8/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,8,"1,890"
6/8/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,19,"4,256"
6/8/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,2,248
6/8/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,6,903
6/8/20,LAX - Los Angeles,US to Foreign,A321 - Airbus A321 All Series,1,185
6/8/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,1,162
6/8/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,1,180
6/8/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,11,"3,080"
6/8/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,2,506
6/8/20,LAX - Los Angeles,Domestic,A333 - Airbus A330-300,1,335
6/8/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,4,896
6/8/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,3,"1,092"
6/8/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
6/8/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,4,690
6/8/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,1,305
6/8/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,0,0
6/8/20,LAX - Los Angeles,Domestic,B77W - Boeing 777-300ER,0,0
6/8/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
